"prestamo.numprestamo","prestamo.numsucursal","prestamo.importe","prestamo.fecha"
"P-04677","153","37505.28","Wed Jan 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04678","51","2794.45","Fri Mar 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04685","126","56180.38","Fri Feb 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04693","126","143818.8","Mon Oct 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04697","73","15280.19","Fri Mar 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04700","165","86911.74","Tue Jun 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04702","26","143378.04","Thu Jan 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04704","152","144340","Tue Oct 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04708","20","148996.82","Sat Apr 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04710","66","5472.74","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04727","68","105393.65","Sat Jun 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04731","4","11020.99","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04735","125","97177.05","Sun Nov 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04738","101","30169.77","Wed Jan 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04741","64","138206.11","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04742","154","64708.47","Sat Jul 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04749","169","58689.65","Wed Nov 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04755","153","81577.23","Fri Apr 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04759","146","144534.47","Thu Feb 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04766","26","138115.19","Mon Jul 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04779","20","12488.1","Wed Apr 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04784","66","31576.52","Sat Jul 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04788","152","57189.26","Thu May 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04798","125","113978.83","Thu May 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04804","146","87538.58","Thu Aug 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04816","152","68670.79","Thu Feb 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04823","152","69371.9","Sat Jun 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04824","4","54838.2","Sat May 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04827","148","107229.52","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04846","101","71122.96","Sat Nov 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04855","125","64791.92","Sun May 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04861","154","106722.66","Sat Apr 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04862","101","21054.23","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04868","125","27318.84","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04869","37","52748.84","Wed Feb 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04870","125","142115.3","Sat Apr 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04874","119","138966.85","Mon May 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04876","51","22562.91","Sun Mar 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04883","126","25434.09","Sat Apr 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04884","52","21797.12","Fri Jan 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04887","25","68560.61","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04891","152","118707.48","Thu Mar 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04901","169","15793.7","Wed Apr 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04908","64","140087.28","Mon Oct 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04909","68","67032.38","Thu Oct 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04918","68","75984.78","Wed Oct 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04922","121","54947.37","Tue Mar 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04933","141","11287.82","Thu May 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04940","70","19042.38","Thu Mar 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04943","25","31168.72","Sun Mar 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04946","85","42368.28","Tue Dec 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04959","152","133453.37","Wed Jul 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04967","146","54256.77","Tue Jul 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04970","146","126844.93","Wed Dec 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04972","141","91774.73","Sat Jul 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04973","70","5670.49","Thu Jul 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04974","68","42304.16","Tue Sep 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04978","64","114689.9","Mon Dec 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04980","148","3798.6","Wed Sep 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04984","4","64935.9","Thu Apr 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04986","52","26176.16","Sun Jan 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04987","153","88735.72","Sun May 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04989","165","10253.13","Sat Dec 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04992","68","82303.62","Mon May 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04995","89","33124.02","Thu Aug 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04997","25","20505.76","Wed Dec 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04998","65","112988.55","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05002","16","22111.89","Sat Feb 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05016","142","14447.39","Tue Nov 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05020","73","83275.2","Sun Sep 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05028","152","73519.14","Thu May 31 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05030","146","132063.08","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05031","26","61758.58","Sun Feb 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05035","126","52879.3","Sun Sep 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05038","51","23997.47","Mon Sep 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05039","16","65501.6","Mon Apr 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05051","148","105479.38","Mon Mar 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05057","141","98703.77","Tue Oct 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05060","119","44855.52","Sat Jan 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05062","20","29980.22","Sat Aug 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05064","16","55834.77","Thu Aug 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05069","125","12326.26","Mon Sep 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05073","187","77618.82","Tue Sep 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05075","68","93509.11","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05076","16","100427.04","Wed Feb 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05077","154","33374.43","Thu Apr 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05082","22","148039.8","Wed Aug 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05085","165","118081.37","Sun Sep 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05097","146","138269.46","Fri Mar 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05112","65","148639.29","Sun Sep 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05115","20","34135.32","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05116","146","95875.31","Sun Sep 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05145","26","145340.59","Thu Apr 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05148","89","93255.77","Fri Feb 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05150","37","119168.37","Sat Aug 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05151","141","120458.91","Mon Apr 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05152","126","35586.07","Sat Feb 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05153","26","63464.71","Thu Oct 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05161","125","18328.24","Thu Apr 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05166","51","141282.69","Wed Oct 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05170","51","105254.22","Mon Jul 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05172","92","51503.08","Wed Mar 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05173","126","17246.76","Thu Mar 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05175","70","79970.3","Fri Nov 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05179","22","144343.63","Wed Aug 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05180","187","58579.11","Wed Sep 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05183","125","89408.32","Sat Jul 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05186","142","30155.43","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05201","74","132159.28","Mon Jun 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05205","34","51626.85","Fri Aug 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05206","65","145849.57","Fri Jul 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05210","146","116630.6","Wed Jul 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05216","187","64694.14","Sat Aug 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05232","66","79782.67","Sun Mar 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05234","125","22948.47","Mon May 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05241","153","56646.32","Sat Sep 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05244","154","118769.14","Wed Mar 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05264","73","141203.05","Fri Oct 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05266","153","56596.15","Sat Aug 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05269","64","59439.6","Mon Jan 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05273","125","59043.68","Sat Mar 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05275","65","74212.82","Wed Dec 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05276","73","128981.93","Sat Jun 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05279","37","100033.75","Fri Oct 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05281","65","36084.08","Tue Dec 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05285","121","97732.77","Sat Dec 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05293","68","127108.04","Fri Oct 31 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05295","146","82511.4","Tue Dec 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05296","89","49899.58","Sun Jul 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05314","74","109905.03","Sat Aug 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05317","187","81610.7","Tue Jul 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05328","37","43295.01","Wed Nov 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05334","146","44275.53","Wed May 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05335","52","108170.7","Sat Mar 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05336","4","62568.68","Tue Dec 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05341","26","32436.11","Tue Jul 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05349","65","103841.98","Sun Oct 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05351","25","1648.24","Mon Feb 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05352","142","123003.36","Tue Apr 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05355","74","3027.78","Sat Feb 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05357","92","128583.66","Mon Nov 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05362","148","148267.84","Mon Jun 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05368","169","92148.03","Fri Jan 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05372","101","140573.02","Sun Sep 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05375","187","137444.67","Fri Jul 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05379","119","73172.92","Thu Jan 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05398","152","89690.11","Mon Jul 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05404","22","106528.41","Sun May 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05411","142","125759.86","Thu Aug 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05414","65","146327.02","Tue Feb 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05416","148","130582.33","Fri Jun 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05424","165","124154.37","Tue Aug 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05437","119","129779.37","Sat Nov 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05438","125","122767.81","Tue Nov 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05442","34","128933.14","Sat Feb 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05444","73","129567.87","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05446","148","72532.3","Mon Jul 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05455","125","147973.56","Tue Jun 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05464","126","148978.28","Sat Aug 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05469","153","5915.24","Thu Dec 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05476","125","10959.83","Wed Jun 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05482","126","135229.75","Tue Aug 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05484","52","50563.87","Wed Sep 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05485","66","88653.97","Fri Apr 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05489","142","106596.12","Mon Dec 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05495","146","90021.78","Sat Aug 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05497","142","34295.12","Mon Apr 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05499","37","31953.79","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05501","65","41339.45","Tue May 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05513","16","11682.18","Wed Feb 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05515","22","82392.83","Fri Aug 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05520","153","60713.12","Sat Jan 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05522","169","129243.51","Sat Nov 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05528","154","84670.37","Sat Mar 31 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05532","152","56813.73","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05534","70","77723.58","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05539","153","52519.05","Sun Mar 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05542","25","132442.56","Mon Oct 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05544","85","78629.41","Mon Dec 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05549","65","68203.07","Sun Mar 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05553","121","49497.97","Mon Feb 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05554","126","38673.69","Wed Mar 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05559","146","56613.24","Sat Nov 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05561","126","110628.72","Sat Aug 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05565","52","140100.47","Wed Jan 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05567","34","138897.04","Tue Oct 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05568","152","67703.86","Wed Aug 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05574","26","3891.69","Mon Jan 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05577","142","10333.78","Tue Mar 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05582","153","109274.99","Tue Jan 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05585","125","23075.61","Mon Sep 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05590","66","144990.36","Sun Apr 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05594","153","95453.65","Tue Sep 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05607","74","94059.24","Sun Jan 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05611","142","83391.78","Fri Aug 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05616","101","81762.43","Tue May 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05618","37","115080.97","Wed Dec 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05621","16","107063.47","Thu Jun 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05625","187","97405.29","Fri Jul 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05627","142","76674.69","Thu Oct 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05630","141","136892.11","Tue Jun 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05631","25","30084.47","Wed Jul 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05655","142","135777.44","Sat May 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05657","165","20153.11","Mon Aug 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05668","142","9780.3","Wed Jun 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05670","37","58340.18","Wed Jan 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05675","74","18254.58","Sat Jul 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05676","52","118782.05","Fri Nov 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05677","25","122001.34","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05694","22","47231.83","Mon Sep 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05698","34","43313.36","Fri Dec 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05704","148","122021.06","Wed Mar 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05715","119","67526.53","Thu May 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05718","68","113584.01","Thu Jun 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05722","65","59434.48","Tue Sep 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05731","68","147609.55","Sat Jan 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05739","74","143775.07","Mon Aug 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05740","51","28107.61","Wed Dec 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05747","85","102881.98","Thu Mar 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05748","20","41061.39","Wed Jan 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05749","65","5397.24","Sat Jun 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05756","85","45739.29","Mon Apr 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05759","187","43924.54","Tue Jul 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05768","70","88103.58","Mon Jul 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05772","165","50142.8","Mon Jan 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05773","52","140100.13","Thu Dec 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05781","154","40573.01","Thu Jan 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05784","165","8269.81","Sat Dec 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05786","89","27346.64","Fri Jul 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05789","74","58666.18","Tue Mar 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05800","52","52129.12","Tue Sep 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05801","37","106407.96","Thu May 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05803","73","92349.73","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05810","16","148331.54","Thu Jul 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05820","68","3804.02","Fri Feb 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05846","26","138277.92","Thu Mar 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05847","121","130719.61","Wed Dec 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05849","89","143774.04","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05865","85","141508.4","Thu Nov 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05869","52","149610.02","Sat Mar 31 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05870","187","85722.86","Fri Dec 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05873","153","31305.16","Fri May 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05885","25","46939.85","Mon Apr 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05886","74","4297.79","Wed Aug 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05897","70","84595.42","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-05900","20","145485.71","Thu Feb 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05913","68","87464.78","Thu Jun 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05919","70","26493.04","Fri Mar 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-05922","89","70424.95","Sun Oct 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05926","66","6231.85","Sun May 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05932","187","47757.77","Tue Jul 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05951","146","109864.03","Thu Jun 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05955","92","128666.4","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05963","26","116621.16","Mon May 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05966","152","150728.69","Wed Jun 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05971","20","75314.39","Sun Sep 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05976","154","126632.48","Fri Jun 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-05980","4","12764.81","Fri Oct 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-05993","34","4957.14","Fri Aug 31 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-05997","34","125194.32","Fri Apr 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-05999","22","67139.84","Sat Oct 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06011","4","107421.07","Wed Dec 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06014","169","67463.01","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06015","126","74842.27","Sun Apr 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06017","125","128699.28","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06019","25","119893.91","Fri Oct 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06020","4","76933.98","Sun Aug 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06023","146","146292.95","Mon Aug 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06027","23","12204.38","Thu Jul 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06042","68","150876.4","Tue Apr 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06043","169","31456.66","Mon Jul 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06057","51","59905.61","Mon Sep 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06061","126","21430.06","Fri Jun 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06062","126","146802.56","Mon Aug 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06073","125","68308.44","Fri May 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06083","16","82844.82","Tue Oct 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06092","85","16175.92","Tue Apr 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06106","154","6217.8","Sun Nov 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06108","64","133489.39","Wed Jun 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06109","125","147629.09","Sun May 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06115","165","115155","Wed Dec 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06116","187","47363.91","Wed Jan 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06117","68","65606.56","Thu Sep 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06124","119","20246.7","Mon Sep 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06129","169","104629.75","Mon Mar 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06135","37","135368.92","Mon Dec 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06140","64","11193.26","Sat May 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06147","148","77851.39","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06154","119","29413.01","Wed May 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06160","85","42270.15","Mon Jan 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06165","146","59209.47","Mon Jun 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06192","141","33711.56","Tue Dec 02 2014 00:00:00 GMT-0600 (hora estándar central)"
